Account Statement for 00000001 () since 1/21/21 through 1/21/21,,,,,,,,,,,,,
,,,,,,,,,,,,,
Cash Balance,,,,,,,,,,,,,
DATE,TIME,TYPE,DESCRIPTION,Commissions & Fees,AMOUNT,BALANCE,,,,,,,
,1/21/2021 11:44,STOCK,SELL,-2,TO CLOSE,GME,,,STOCK,~,MKT,DAY,FILLED
,1/21/2021 11:44,STOCK,SELL,-2,TO CLOSE,GME,,,STOCK,~,MKT,DAY,FILLED
,1/21/2021 11:44,STOCK,SELL,-2,TO CLOSE,GME,,,STOCK,~,MKT,DAY,FILLED
,1/21/2021 11:44,STOCK,SELL,-2,TO CLOSE,GME,,,STOCK,~,MKT,DAY,FILLED
,1/21/2021 11:43,STOCK,BUY,10,TO OPEN,GME,,,STOCK,~,MKT,DAY,FILLED
,1/21/2021 11:33,STOCK,SELL,-2,TO CLOSE,BBBY,,,STOCK,~,MKT,DAY,FILLED
,,RE #1953048886,,,,,,,,28.15,STP,STD,
,1/21/2021 11:31,STOCK,SELL,-2,TO CLOSE,BBBY,,,STOCK,~,MKT,DAY,CANCELED
,,RE #1953048856,,,,,,,,28.1,STP,STD,
,1/21/2021 11:31,STOCK,SELL,-2,TO CLOSE,BBBY,,,STOCK,~,MKT,DAY,CANCELED
,,,,,,,,,,28.04,STP,STD,
,1/21/2021 11:30,STOCK,SELL,-2,TO CLOSE,BBBY,,,STOCK,~,MKT,DAY,FILLED
,1/21/2021 11:30,STOCK,SELL,-2,TO CLOSE,BBBY,,,STOCK,~,MKT,DAY,FILLED
,1/21/2021 11:24,STOCK,SELL,-2,TO CLOSE,BBBY,,,STOCK,~,MKT,DAY,FILLED
,1/21/2021 11:24,STOCK,SELL,-2,TO CLOSE,BBBY,,,STOCK,~,MKT,DAY,FILLED
,1/21/2021 11:22,STOCK,BUY,10,TO OPEN,BBBY,,,STOCK,~,MKT,DAY,FILLED
,1/21/2021 11:20,STOCK,SELL,-4,TO CLOSE,HYLN,,,STOCK,~,MKT,DAY,FILLED
,,,,,,,,,,17.82,STP,STD,
,1/21/2021 11:18,STOCK,SELL,-2,TO CLOSE,HYLN,,,STOCK,~,MKT,DAY,FILLED
,1/21/2021 11:18,STOCK,SELL,-2,TO CLOSE,HYLN,,,STOCK,~,MKT,DAY,FILLED
,1/21/2021 11:18,STOCK,SELL,-2,TO CLOSE,HYLN,,,STOCK,~,MKT,DAY,FILLED
,1/21/2021 11:18,STOCK,BUY,10,TO OPEN,HYLN,,,STOCK,~,MKT,DAY,FILLED
,1/21/2021 11:10,STOCK,SELL,-4,TO CLOSE,AAPL,,,STOCK,~,MKT,DAY,FILLED
,1/21/2021 11:10,STOCK,SELL,-100%,TO CLOSE,AAPL,,,STOCK,~,MKT,DAY,TRIGGERED
,1/21/2021 11:09,STOCK,SELL,-2,TO CLOSE,AAPL,,,STOCK,~,MKT,DAY,FILLED
,1/21/2021 11:09,STOCK,SELL,-2,TO CLOSE,AAPL,,,STOCK,~,MKT,DAY,FILLED
,1/21/2021 11:09,STOCK,SELL,-2,TO CLOSE,AAPL,,,STOCK,~,MKT,DAY,FILLED
,1/21/2021 11:03,STOCK,BUY,10,TO OPEN,AAPL,,,STOCK,~,MKT,DAY,FILLED
,1/21/2021 10:58,STOCK,SELL,-8,TO CLOSE,F,,,STOCK,~,MKT,DAY,FILLED
,,RE #1952361790,,,,,,,,11.9,STP,STD,
,1/21/2021 10:56,STOCK,SELL,-4,TO CLOSE,AAPL,,,STOCK,~,MKT,DAY,FILLED
,1/21/2021 10:56,STOCK,SELL,-100%,TO CLOSE,AAPL,,,STOCK,~,MKT,DAY,TRIGGERED
,1/21/2021 10:56,STOCK,SELL,-2,TO CLOSE,AAPL,,,STOCK,~,MKT,DAY,FILLED
,1/21/2021 10:55,STOCK,SELL,-2,TO CLOSE,AAPL,,,STOCK,~,MKT,DAY,FILLED
,1/21/2021 10:55,STOCK,SELL,-2,TO CLOSE,AAPL,,,STOCK,~,MKT,DAY,FILLED
,1/21/2021 10:54,STOCK,BUY,10,TO OPEN,AAPL,,,STOCK,~,MKT,DAY,FILLED
,1/21/2021 10:52,STOCK,SELL,-8,TO CLOSE,F,,,STOCK,~,MKT,DAY,CANCELED
,,RE #1952054781,,,,,,,,11.8,STP,STD,
,1/21/2021 10:48,STOCK,SELL,-10,TO OPEN,BBBY,,,STOCK,~,MKT,DAY,REJECTED
,1/21/2021 10:41,STOCK,SELL,-10,TO CLOSE,BBBY,,,STOCK,~,MKT,DAY,FILLED
,1/21/2021 10:41,STOCK,SELL,-100%,TO CLOSE,BBBY,,,STOCK,~,MKT,DAY,TRIGGERED
,1/21/2021 10:35,STOCK,BUY,10,TO OPEN,BBBY,,,STOCK,~,MKT,DAY,FILLED
,1/21/2021 10:31,STOCK,SELL,-8,TO CLOSE,F,,,STOCK,~,MKT,DAY,CANCELED
,,,,,,,,,,11.71,STP,STD,
,1/21/2021 10:30,STOCK,SELL,-2,TO CLOSE,F,,,STOCK,~,MKT,DAY,FILLED
,1/21/2021 10:29,STOCK,SELL,-5,TO CLOSE,F,,,STOCK,~,MKT,DAY,FILLED
,1/21/2021 10:29,STOCK,SELL,-5,TO CLOSE,F,,,STOCK,~,MKT,DAY,FILLED
,1/21/2021 10:28,STOCK,SELL,-20,TO CLOSE,F,,,STOCK,~,MKT,DAY,FILLED
,1/21/2021 10:27,STOCK,SELL,-20,TO CLOSE,F,,,STOCK,~,MKT,DAY,FILLED
,1/21/2021 10:27,STOCK,SELL,-20,TO CLOSE,F,,,STOCK,~,MKT,DAY,FILLED
,1/21/2021 10:27,STOCK,SELL,-20,TO CLOSE,F,,,STOCK,~,MKT,DAY,FILLED
,1/21/2021 10:27,STOCK,BUY,100,TO OPEN,F,,,STOCK,~,MKT,DAY,FILLED
,1/21/2021 10:19,STOCK,SELL,-2,TO CLOSE,AAPL,,,STOCK,~,MKT,DAY,FILLED
,1/21/2021 10:19,STOCK,SELL,-2,TO CLOSE,AAPL,,,STOCK,~,MKT,DAY,FILLED
,1/21/2021 10:19,STOCK,SELL,-2,TO CLOSE,AAPL,,,STOCK,~,MKT,DAY,FILLED
,1/21/2021 10:17,STOCK,SELL,-2,TO CLOSE,AAPL,,,STOCK,~,MKT,DAY,FILLED
,1/21/2021 10:17,STOCK,SELL,-2,TO CLOSE,AAPL,,,STOCK,~,MKT,DAY,FILLED
,1/21/2021 10:16,STOCK,BUY,10,TO OPEN,AAPL,,,STOCK,~,MKT,DAY,FILLED
,1/21/2021 10:13,STOCK,SELL,-1,TO CLOSE,FB,,,STOCK,~,MKT,DAY,FILLED
,,,,,,,,,,271.38,STP,STD,
,1/21/2021 10:12,STOCK,SELL,-1,TO CLOSE,FB,,,STOCK,~,MKT,DAY,FILLED
,1/21/2021 10:11,STOCK,SELL,-2,TO CLOSE,FB,,,STOCK,~,MKT,DAY,FILLED
,1/21/2021 10:10,STOCK,SELL,-2,TO CLOSE,FB,,,STOCK,~,MKT,DAY,FILLED
,1/21/2021 10:09,STOCK,SELL,-2,TO CLOSE,FB,,,STOCK,~,MKT,DAY,FILLED
,1/21/2021 10:08,STOCK,SELL,-2,TO CLOSE,FB,,,STOCK,~,MKT,DAY,FILLED
,1/21/2021 10:08,STOCK,BUY,10,TO OPEN,FB,,,STOCK,~,MKT,DAY,FILLED
,1/21/2021 10:08,STOCK,SELL,-10,TO CLOSE,FB,,,STOCK,~,MKT,DAY,FILLED
,1/21/2021 10:08,STOCK,BUY,10,TO OPEN,FB,,,STOCK,~,MKT,DAY,FILLED
,1/21/2021 10:06,STOCK,SELL,-4,TO CLOSE,AAPL,,,STOCK,~,MKT,DAY,FILLED
,1/21/2021 10:06,STOCK,SELL,-100%,TO CLOSE,AAPL,,,STOCK,~,MKT,DAY,TRIGGERED
,1/21/2021 10:04,STOCK,SELL,-2,TO CLOSE,AAPL,,,STOCK,~,MKT,DAY,FILLED
,1/21/2021 10:03,STOCK,SELL,-2,TO CLOSE,AAPL,,,STOCK,~,MKT,DAY,FILLED
,1/21/2021 10:03,STOCK,SELL,-2,TO CLOSE,AAPL,,,STOCK,~,MKT,DAY,FILLED
,1/21/2021 9:58,STOCK,BUY,8,TO OPEN,AAPL,,,STOCK,~,MKT,DAY,FILLED
,1/21/2021 9:58,STOCK,BUY,2,TO OPEN,AAPL,,,STOCK,~,MKT,DAY,FILLED
,1/21/2021 9:56,STOCK,SELL,-10,TO CLOSE,FUBO,,,STOCK,~,MKT,DAY,FILLED
,1/21/2021 9:56,STOCK,SELL,-100%,TO CLOSE,FUBO,,,STOCK,~,MKT,DAY,TRIGGERED
,1/21/2021 9:53,STOCK,BUY,10,TO OPEN,FUBO,,,STOCK,~,MKT,DAY,FILLED
,1/21/2021 9:52,STOCK,SELL,-10,TO OPEN,FUBO,,,STOCK,~,MKT,DAY,REJECTED
,1/21/2021 9:42,STOCK,SELL,-10,TO CLOSE,FUBO,,,STOCK,~,MKT,DAY,FILLED
,1/21/2021 9:42,STOCK,SELL,-100%,TO CLOSE,FUBO,,,STOCK,~,MKT,DAY,TRIGGERED
,1/21/2021 9:38,STOCK,BUY,10,TO OPEN,FUBO,,,STOCK,~,MKT,DAY,FILLED
,,,,,,,,,,,,,
Account Trade History,,,,,,,,,,,,,
,Exec Time,Spread,Side,Qty,Pos Effect,Symbol,Exp,Strike,Type,Price,Net Price,Order Type,
,1/21/2021 15:02,STOCK,SELL,-2,TO CLOSE,FB,,,STOCK,272.8117,272.81,MKT,
,1/21/2021 14:58,STOCK,SELL,-1,TO CLOSE,FB,,,STOCK,272.905,272.9,MKT,
,1/21/2021 14:58,STOCK,SELL,-1,TO CLOSE,FB,,,STOCK,272.88,272.88,MKT,
,1/21/2021 14:57,STOCK,SELL,-1,TO CLOSE,FB,,,STOCK,272.87,272.87,MKT,
,1/21/2021 14:57,STOCK,BUY,5,TO OPEN,FB,,,STOCK,272.835,272.836,MKT,
,1/21/2021 14:56,STOCK,SELL,-2,TO CLOSE,FB,,,STOCK,272.8209,272.82,MKT,
,1/21/2021 14:55,STOCK,SELL,-1,TO CLOSE,FB,,,STOCK,272.964,272.96,MKT,
,1/21/2021 14:55,STOCK,SELL,-1,TO CLOSE,FB,,,STOCK,272.9434,272.94,MKT,
,1/21/2021 14:55,STOCK,SELL,-1,TO CLOSE,FB,,,STOCK,272.8843,272.88,MKT,
,1/21/2021 14:55,STOCK,BUY,5,TO OPEN,FB,,,STOCK,272.8685,272.868,MKT,
,1/21/2021 14:48,STOCK,SELL,-1,TO CLOSE,FB,,,STOCK,272.46,272.46,STP,
,1/21/2021 14:44,STOCK,SELL,-1,TO CLOSE,FB,,,STOCK,272.465,272.46,MKT,
,1/21/2021 14:44,STOCK,SELL,-1,TO CLOSE,FB,,,STOCK,272.3929,272.39,MKT,
,1/21/2021 14:44,STOCK,SELL,-1,TO CLOSE,FB,,,STOCK,272.3917,272.39,MKT,
,1/21/2021 14:44,STOCK,SELL,-1,TO CLOSE,FB,,,STOCK,272.395,272.4,MKT,
,1/21/2021 14:43,STOCK,BUY,5,TO OPEN,FB,,,STOCK,272.3524,272.352,MKT,
,1/21/2021 14:40,STOCK,SELL,-2,TO CLOSE,AMD,,,STOCK,91.65,91.65,STP,
,1/21/2021 14:23,STOCK,SELL,-1,TO CLOSE,AMD,,,STOCK,92.0125,92.01,MKT,
,1/21/2021 14:22,STOCK,SELL,-1,TO CLOSE,AMD,,,STOCK,91.8601,91.86,MKT,
,1/21/2021 14:20,STOCK,SELL,-1,TO CLOSE,AMD,,,STOCK,91.805,91.8,MKT,
,1/21/2021 14:19,STOCK,SELL,-1,TO CLOSE,AMD,,,STOCK,91.7801,91.78,MKT,
,1/21/2021 14:18,STOCK,SELL,-1,TO CLOSE,AMD,,,STOCK,91.7329,91.73,MKT,
,1/21/2021 14:18,STOCK,SELL,-1,TO CLOSE,AMD,,,STOCK,91.745,91.74,MKT,
,1/21/2021 14:18,STOCK,SELL,-1,TO CLOSE,AMD,,,STOCK,91.7243,91.72,MKT,
,1/21/2021 14:18,STOCK,SELL,-1,TO CLOSE,AMD,,,STOCK,91.7062,91.71,MKT,
,1/21/2021 14:17,STOCK,BUY,9,TO OPEN,AMD,,,STOCK,91.655,91.65556,MKT,
,1/21/2021 14:17,STOCK,BUY,1,TO OPEN,AMD,,,STOCK,91.705,91.7,MKT,
,1/21/2021 14:15,STOCK,SELL,-4,TO CLOSE,AMD,,,STOCK,91.4723,91.4725,MKT,
,1/21/2021 14:14,STOCK,SELL,-2,TO CLOSE,AMD,,,STOCK,91.5524,91.55,MKT,
,1/21/2021 14:14,STOCK,SELL,-2,TO CLOSE,AMD,,,STOCK,91.53,91.53,MKT,
,1/21/2021 14:14,STOCK,SELL,-2,TO CLOSE,AMD,,,STOCK,91.51,91.51,MKT,
,1/21/2021 14:14,STOCK,BUY,10,TO OPEN,AMD,,,STOCK,91.4999,91.5,MKT,
,1/21/2021 14:11,STOCK,SELL,-1,TO CLOSE,FB,,,STOCK,271.5405,271.54,MKT,
,1/21/2021 14:11,STOCK,SELL,-1,TO CLOSE,FB,,,STOCK,271.65,271.65,MKT,
,1/21/2021 14:11,STOCK,SELL,-1,TO CLOSE,FB,,,STOCK,271.6418,271.64,MKT,
,1/21/2021 14:11,STOCK,SELL,-1,TO CLOSE,FB,,,STOCK,271.6143,271.61,MKT,
,1/21/2021 14:11,STOCK,SELL,-1,TO CLOSE,FB,,,STOCK,271.605,271.6,MKT,
,1/21/2021 14:10,STOCK,BUY,5,TO OPEN,FB,,,STOCK,271.5721,271.572,MKT,
,1/21/2021 14:03,STOCK,SELL,-4,TO CLOSE,UAL,,,STOCK,42.7958,42.795,MKT,
,1/21/2021 13:59,STOCK,SELL,-2,TO CLOSE,UAL,,,STOCK,42.82,42.82,MKT,
,1/21/2021 13:59,STOCK,SELL,-2,TO CLOSE,UAL,,,STOCK,42.8455,42.845,MKT,
,1/21/2021 13:59,STOCK,SELL,-2,TO CLOSE,UAL,,,STOCK,42.8211,42.82,MKT,
,1/21/2021 13:58,STOCK,BUY,10,TO OPEN,UAL,,,STOCK,42.777,42.777,MKT,
,1/21/2021 13:50,STOCK,SELL,-1,TO CLOSE,MARA,,,STOCK,18,18,STP,
,1/21/2021 13:43,STOCK,SELL,-4,TO CLOSE,AMD,,,STOCK,91.1145,91.115,MKT,
,1/21/2021 13:42,STOCK,SELL,-2,TO CLOSE,AMD,,,STOCK,91.1616,91.16,MKT,
,1/21/2021 13:42,STOCK,SELL,-2,TO CLOSE,AMD,,,STOCK,91.1717,91.17,MKT,
,1/21/2021 13:42,STOCK,SELL,-2,TO CLOSE,AMD,,,STOCK,91.1794,91.18,MKT,
,1/21/2021 13:41,STOCK,BUY,10,TO OPEN,AMD,,,STOCK,91.125,91.125,MKT,
,1/21/2021 13:37,STOCK,SELL,-1,TO CLOSE,MARA,,,STOCK,17.9177,17.92,MKT,
,1/21/2021 13:30,STOCK,SELL,-1,TO CLOSE,MARA,,,STOCK,17.715,17.72,MKT,
,1/21/2021 13:26,STOCK,SELL,-1,TO CLOSE,MARA,,,STOCK,17.6504,17.65,MKT,
,1/21/2021 13:26,STOCK,SELL,-2,TO CLOSE,MARA,,,STOCK,17.6225,17.62,MKT,
,1/21/2021 13:26,STOCK,SELL,-2,TO CLOSE,MARA,,,STOCK,17.5905,17.59,MKT,
,1/21/2021 13:25,STOCK,SELL,-2,TO CLOSE,MARA,,,STOCK,17.5905,17.59,MKT,
,1/21/2021 13:25,STOCK,BUY,10,TO OPEN,MARA,,,STOCK,17.5796,17.58,MKT,
,1/21/2021 13:22,STOCK,SELL,-2,TO CLOSE,UAL,,,STOCK,42.62,42.62,MKT,
,1/21/2021 13:20,STOCK,BUY,1,TO OPEN,UAL,,,STOCK,42.755,42.76,MKT,
,1/21/2021 13:16,STOCK,SELL,-1,TO CLOSE,UAL,,,STOCK,42.83,42.83,MKT,
,1/21/2021 13:13,STOCK,SELL,-1,TO CLOSE,UAL,,,STOCK,42.6914,42.69,MKT,
,1/21/2021 13:09,STOCK,SELL,-1,TO CLOSE,UAL,,,STOCK,42.7811,42.78,MKT,
,1/21/2021 13:08,STOCK,SELL,-1,TO CLOSE,UAL,,,STOCK,42.764,42.76,MKT,
,1/21/2021 13:08,STOCK,SELL,-1,TO CLOSE,UAL,,,STOCK,42.7556,42.76,MKT,
,1/21/2021 13:07,STOCK,SELL,-2,TO CLOSE,UAL,,,STOCK,42.66,42.66,MKT,
,1/21/2021 13:06,STOCK,SELL,-2,TO CLOSE,UAL,,,STOCK,42.622,42.62,MKT,
,1/21/2021 12:58,STOCK,BUY,10,TO OPEN,UAL,,,STOCK,42.5089,42.509,MKT,
,1/21/2021 12:13,STOCK,SELL,-2,TO CLOSE,HYLN,,,STOCK,17.883,17.885,MKT,
,1/21/2021 12:13,STOCK,SELL,-8,TO CLOSE,HYLN,,,STOCK,17.883,17.8825,MKT,
,1/21/2021 12:08,STOCK,BUY,2,TO OPEN,HYLN,,,STOCK,18.0389,18.04,MKT,
,1/21/2021 12:08,STOCK,BUY,8,TO OPEN,HYLN,,,STOCK,18.0389,18.03875,MKT,
,1/21/2021 11:53,STOCK,SELL,-10,TO CLOSE,HYLN,,,STOCK,17.8333,17.833,MKT,
,1/21/2021 11:51,STOCK,BUY,10,TO OPEN,HYLN,,,STOCK,18.0281,18.028,MKT,
,1/21/2021 11:47,STOCK,SELL,-4,TO CLOSE,GME,,,STOCK,42.5532,42.5525,MKT,
,1/21/2021 11:46,STOCK,SELL,-2,TO CLOSE,GME,,,STOCK,42.705,42.705,MKT,
,1/21/2021 11:46,STOCK,SELL,-2,TO CLOSE,GME,,,STOCK,42.4455,42.445,MKT,
,1/21/2021 11:46,STOCK,SELL,-2,TO CLOSE,GME,,,STOCK,42.39,42.39,MKT,
,1/21/2021 11:46,STOCK,BUY,10,TO OPEN,GME,,,STOCK,42.3399,42.34,MKT,
,1/21/2021 11:44,STOCK,SELL,-2,TO CLOSE,GME,,,STOCK,41.3522,41.35,MKT,
,1/21/2021 11:44,STOCK,SELL,-2,TO CLOSE,GME,,,STOCK,41.61,41.61,MKT,
,1/21/2021 11:44,STOCK,SELL,-2,TO CLOSE,GME,,,STOCK,41.3622,41.36,MKT,
,1/21/2021 11:44,STOCK,SELL,-2,TO CLOSE,GME,,,STOCK,41.332,41.33,MKT,
,1/21/2021 11:44,STOCK,SELL,-2,TO CLOSE,GME,,,STOCK,41.3388,41.34,MKT,
,1/21/2021 11:43,STOCK,BUY,10,TO OPEN,GME,,,STOCK,41.25,41.25,MKT,
,1/21/2021 11:34,STOCK,SELL,-2,TO CLOSE,BBBY,,,STOCK,28.15,28.15,STP,
,1/21/2021 11:30,STOCK,SELL,-1,TO CLOSE,BBBY,,,STOCK,28.161,28.16,MKT,
,1/21/2021 11:30,STOCK,SELL,-1,TO CLOSE,BBBY,,,STOCK,28.161,28.16,MKT,
,1/21/2021 11:30,STOCK,SELL,-2,TO CLOSE,BBBY,,,STOCK,28.0754,28.075,MKT,
,1/21/2021 11:24,STOCK,SELL,-2,TO CLOSE,BBBY,,,STOCK,28.0636,28.065,MKT,
,1/21/2021 11:24,STOCK,SELL,-1,TO CLOSE,BBBY,,,STOCK,28.061,28.06,MKT,
,1/21/2021 11:24,STOCK,SELL,-1,TO CLOSE,BBBY,,,STOCK,28.061,28.06,MKT,
,1/21/2021 11:22,STOCK,BUY,10,TO OPEN,BBBY,,,STOCK,28.0373,28.037,MKT,
,1/21/2021 11:21,STOCK,SELL,-4,TO CLOSE,HYLN,,,STOCK,17.82,17.82,STP,
,1/21/2021 11:18,STOCK,SELL,-2,TO CLOSE,HYLN,,,STOCK,17.9109,17.91,MKT,
,1/21/2021 11:18,STOCK,SELL,-1,TO CLOSE,HYLN,,,STOCK,17.8931,17.89,MKT,
,1/21/2021 11:18,STOCK,SELL,-1,TO CLOSE,HYLN,,,STOCK,17.8927,17.89,MKT,
,1/21/2021 11:18,STOCK,SELL,-1,TO CLOSE,HYLN,,,STOCK,17.8222,17.82,MKT,
,1/21/2021 11:18,STOCK,SELL,-1,TO CLOSE,HYLN,,,STOCK,17.8222,17.82,MKT,
,1/21/2021 11:18,STOCK,BUY,10,TO OPEN,HYLN,,,STOCK,17.815,17.815,MKT,
,1/21/2021 11:13,STOCK,SELL,-8,TO CLOSE,F,,,STOCK,11.9,11.9,STP,
,1/21/2021 11:10,STOCK,SELL,-4,TO CLOSE,AAPL,,,STOCK,136.2651,136.265,MKT,
,1/21/2021 11:09,STOCK,SELL,-2,TO CLOSE,AAPL,,,STOCK,136.3401,136.34,MKT,
,1/21/2021 11:09,STOCK,SELL,-2,TO CLOSE,AAPL,,,STOCK,136.365,136.365,MKT,
,1/21/2021 11:09,STOCK,SELL,-2,TO CLOSE,AAPL,,,STOCK,136.3508,136.35,MKT,
,1/21/2021 11:03,STOCK,BUY,10,TO OPEN,AAPL,,,STOCK,136.3385,136.338,MKT,
,1/21/2021 10:56,STOCK,SELL,-3,TO CLOSE,AAPL,,,STOCK,136.18,136.18,MKT,
,1/21/2021 10:56,STOCK,SELL,-1,TO CLOSE,AAPL,,,STOCK,136.18,136.18,MKT,
,1/21/2021 10:56,STOCK,SELL,-2,TO CLOSE,AAPL,,,STOCK,136.2808,136.28,MKT,
,1/21/2021 10:55,STOCK,SELL,-2,TO CLOSE,AAPL,,,STOCK,136.2324,136.23,MKT,
,1/21/2021 10:55,STOCK,SELL,-2,TO CLOSE,AAPL,,,STOCK,136.2348,136.235,MKT,
,1/21/2021 10:54,STOCK,BUY,10,TO OPEN,AAPL,,,STOCK,136.1892,136.189,MKT,
,1/21/2021 10:41,STOCK,SELL,-10,TO CLOSE,BBBY,,,STOCK,27.9,27.9,MKT,
,1/21/2021 10:35,STOCK,BUY,10,TO OPEN,BBBY,,,STOCK,28.3896,28.39,MKT,
,1/21/2021 10:30,STOCK,SELL,-2,TO CLOSE,F,,,STOCK,11.7628,11.765,MKT,
,1/21/2021 10:29,STOCK,SELL,-5,TO CLOSE,F,,,STOCK,11.7228,11.722,MKT,
,1/21/2021 10:29,STOCK,SELL,-5,TO CLOSE,F,,,STOCK,11.7128,11.712,MKT,
,1/21/2021 10:28,STOCK,SELL,-20,TO CLOSE,F,,,STOCK,11.7285,11.7285,MKT,
,1/21/2021 10:27,STOCK,SELL,-20,TO CLOSE,F,,,STOCK,11.7269,11.727,MKT,
,1/21/2021 10:27,STOCK,SELL,-20,TO CLOSE,F,,,STOCK,11.7228,11.723,MKT,
,1/21/2021 10:27,STOCK,SELL,-20,TO CLOSE,F,,,STOCK,11.7196,11.7195,MKT,
,1/21/2021 10:27,STOCK,BUY,100,TO OPEN,F,,,STOCK,11.705,11.705,MKT,
,1/21/2021 10:19,STOCK,SELL,-2,TO CLOSE,AAPL,,,STOCK,135.8424,135.84,MKT,
,1/21/2021 10:19,STOCK,SELL,-2,TO CLOSE,AAPL,,,STOCK,135.84,135.84,MKT,
,1/21/2021 10:19,STOCK,SELL,-2,TO CLOSE,AAPL,,,STOCK,135.715,135.715,MKT,
,1/21/2021 10:17,STOCK,SELL,-2,TO CLOSE,AAPL,,,STOCK,135.821,135.82,MKT,
,1/21/2021 10:17,STOCK,SELL,-2,TO CLOSE,AAPL,,,STOCK,135.76,135.76,MKT,
,1/21/2021 10:16,STOCK,BUY,10,TO OPEN,AAPL,,,STOCK,135.7077,135.708,MKT,
,1/21/2021 10:16,STOCK,SELL,-1,TO CLOSE,FB,,,STOCK,271.37,271.37,STP,
,1/21/2021 10:12,STOCK,SELL,-1,TO CLOSE,FB,,,STOCK,272.0851,272.09,MKT,
,1/21/2021 10:11,STOCK,SELL,-2,TO CLOSE,FB,,,STOCK,271.7046,271.705,MKT,
,1/21/2021 10:10,STOCK,SELL,-2,TO CLOSE,FB,,,STOCK,271.5061,271.505,MKT,
,1/21/2021 10:09,STOCK,SELL,-2,TO CLOSE,FB,,,STOCK,271.5083,271.51,MKT,
,1/21/2021 10:08,STOCK,SELL,-2,TO CLOSE,FB,,,STOCK,271.505,271.505,MKT,
,1/21/2021 10:08,STOCK,BUY,10,TO OPEN,FB,,,STOCK,271.3881,271.388,MKT,
,1/21/2021 10:08,STOCK,SELL,-10,TO CLOSE,FB,,,STOCK,271.4445,271.444,MKT,
,1/21/2021 10:08,STOCK,BUY,10,TO OPEN,FB,,,STOCK,271.37,271.37,MKT,
,1/21/2021 10:06,STOCK,SELL,-4,TO CLOSE,AAPL,,,STOCK,134.97,134.97,MKT,
,1/21/2021 10:04,STOCK,SELL,-2,TO CLOSE,AAPL,,,STOCK,135.1095,135.11,MKT,
,1/21/2021 10:03,STOCK,SELL,-2,TO CLOSE,AAPL,,,STOCK,135.1408,135.14,MKT,
,1/21/2021 10:03,STOCK,SELL,-2,TO CLOSE,AAPL,,,STOCK,135.125,135.125,MKT,
,1/21/2021 9:58,STOCK,BUY,1,TO OPEN,AAPL,,,STOCK,135,135,MKT,
,1/21/2021 9:58,STOCK,BUY,4,TO OPEN,AAPL,,,STOCK,135,135,MKT,
,1/21/2021 9:58,STOCK,BUY,1,TO OPEN,AAPL,,,STOCK,135,135,MKT,
,1/21/2021 9:58,STOCK,BUY,2,TO OPEN,AAPL,,,STOCK,135,135,MKT,
,1/21/2021 9:58,STOCK,BUY,2,TO OPEN,AAPL,,,STOCK,134.8702,134.87,MKT,
,1/21/2021 9:56,STOCK,SELL,-10,TO CLOSE,FUBO,,,STOCK,33,33,MKT,
,1/21/2021 9:53,STOCK,BUY,10,TO OPEN,FUBO,,,STOCK,33.465,33.465,MKT,
,1/21/2021 9:42,STOCK,SELL,-10,TO CLOSE,FUBO,,,STOCK,31.7655,31.766,MKT,
,1/21/2021 9:38,STOCK,BUY,10,TO OPEN,FUBO,,,STOCK,32.98,32.98,MKT,
,,,,,,,,,,,,,
Profits and Losses,,,,,,,,,,,,,
Symbol,Description,P/L Open,P/L %,P/L Day,Margin Req,,,,,,,,
AAPL,APPLE INC COM,$0.00 ,0.00%,$1.88 ,$0.00 ,,,,,,,,
AMD,ADVANCED MICRO DEVICES INC COM,$0.00 ,0.00%,$1.37 ,$0.00 ,,,,,,,,
ANF,ABERCROMBIE & FITCH CO COM CL A,$0.00 ,0.00%,$0.00 ,$0.00 ,,,,,,,,
APHA,APHRIA INC COM,$0.00 ,0.00%,$0.00 ,$0.00 ,,,,,,,,
BB,BLACKBERRY LTD COM,$0.00 ,0.00%,$0.00 ,$0.00 ,,,,,,,,
BBBY,BED BATH AND BEYOND COM,$0.00 ,0.00%,($4.25),$0.00 ,,,,,,,,
BJ,BJS WHSL CLUB HLDGS INC COM,$0.00 ,0.00%,$0.00 ,$0.00 ,,,,,,,,
BLDP,BALLARD POWER SYSTEMS INC COM,$0.00 ,0.00%,$0.00 ,$0.00 ,,,,,,,,
BLMN,BLOOMIN BRANDS INC COM,$0.00 ,0.00%,$0.00 ,$0.00 ,,,,,,,,
CCL,CARNIVAL CORP UNITS,$0.00 ,0.00%,$0.00 ,$0.00 ,,,,,,,,
CGC,CANOPY GROWTH CORPORATION COM,$0.00 ,0.00%,$0.00 ,$0.00 ,,,,,,,,
DDD,3 D SYSTEMS INC COM,$0.00 ,0.00%,$0.00 ,$0.00 ,,,,,,,,
DKNG,DRAFTKINGS INC COM CL A,$0.00 ,0.00%,$0.00 ,$0.00 ,,,,,,,,
F,FORD MOTOR CO COM,$0.00 ,0.00%,$3.36 ,$0.00 ,,,,,,,,
FB,FACEBOOK INC COM CL A,$0.00 ,0.00%,$3.50 ,$0.00 ,,,,,,,,
FCEL,FUELCELL ENERGY INC COM,$0.00 ,0.00%,$0.00 ,$0.00 ,,,,,,,,
